+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                      ;
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                  ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; inst16|inst1|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder15                                           ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst1|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder14|altpriority_encoder13                     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst1|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder14|altpriority_encoder12                     ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst1|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder7|altpriority_encoder14                                           ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst1|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder7                                                                 ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst1|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder9|altpriority_encoder13                      ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst1|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder9|altpriority_encoder12                      ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst1|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder9                                            ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst1|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder8|altpriority_encoder11                      ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst1|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder8|altpriority_encoder10                      ; 2     ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst1|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder6|altpriority_encoder8                                            ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst1|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2|altpriority_encoder6                                                                 ; 8     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst1|inst6|Convert_INT_Float_altfp_convert_vpm_component|altpriority_encoder2                                                                                      ; 16    ; 7              ; 0            ; 7              ; 4      ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst1|inst6|Convert_INT_Float_altfp_convert_vpm_component|altbarrel_shift5                                                                                          ; 17    ; 5              ; 0            ; 5              ; 10     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst1|inst6|Convert_INT_Float_altfp_convert_vpm_component                                                                                                           ; 11    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst1|inst6                                                                                                                                                         ; 11    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst1|inst10|INT31BtoFloat_altfp_convert_7qm_component|cmpr4|auto_generated                                                                                         ; 16    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst1|inst10|INT31BtoFloat_altfp_convert_7qm_component|add_sub8|auto_generated                                                                                      ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst1|inst10|INT31BtoFloat_altfp_convert_7qm_component|add_sub7|auto_generated                                                                                      ; 24    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst16|inst1|inst10|INT31BtoFloat_altfp_convert_7qm_component|add_sub6|auto_generated                                                                                      ; 24    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
